S No,Name,Check_ID,Message,Start Line,Start Col,Severity,Project,Path,Status,
68,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,196,20,low,apps/services/ibp-service,apps/services/ibp-service/src/app/hr-module/hr.service.ts,new
69,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,390,9,low,apps/services/ibp-service,apps/services/ibp-service/src/app/hr-module/hr.service.ts,new
70,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `param` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,705,9,medium,apps/services/ibp-service,apps/services/ibp-service/src/app/hr-module/hr.service.ts,new
71,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,728,19,low,apps/services/ibp-service,apps/services/ibp-service/src/app/hr-module/hr.service.ts,new
72,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,742,17,low,apps/services/ibp-service,apps/services/ibp-service/src/app/hr-module/hr.service.ts,new
73,nestjs-header-cors-any,typescript.nestjs.security.audit.nestjs-header-cors-any.nestjs-header-cors-any,Access-Control-Allow-Origin response header is set to "*". This will disable CORS Same Origin Policy restrictions.,,77,5,low,apps/services/service-lib,apps/services/service-lib/src/lib/common-bootstrap.ts,new
74,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `maxChars` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,932,21,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/file-management.utils.ts,new
75,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,748,23,low,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-protection.utils.ts,new
76,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `rule` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,41,21,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-validation.util.ts,new
77,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `rule` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,50,23,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-validation.util.ts,new
78,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `rule` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,59,21,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-validation.util.ts,new
79,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `rule` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,70,27,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-validation.util.ts,new
80,detect-non-literal-regexp,javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `rule` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",,75,35,medium,apps/services/service-lib,apps/services/service-lib/src/lib/utils/password-validation.util.ts,new
81,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,144,21,low,apps/services/strapi-cms-service,apps/services/strapi-cms-service/src/api/auth-integration/services/auth-integration.ts,new
82,var-in-href,generic.html-templates.security.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using Flask, use 'url_for()' to safely generate a URL. If using Django, use the 'url' filter to safely generate a URL. If using Mustache, use a URL encoding library, or prepend a slash '/' to the variable for relative links (`href=""/{{link}}""`). You may also consider setting the Content Security Policy (CSP) header.",,509,18,medium,apps/services/notification-service,apps/services/notification-service/src/templates/enrollment-reminder-notification-template.html,new
83,var-in-href,generic.html-templates.security.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using Flask, use 'url_for()' to safely generate a URL. If using Django, use the 'url' filter to safely generate a URL. If using Mustache, use a URL encoding library, or prepend a slash '/' to the variable for relative links (`href=""/{{link}}""`). You may also consider setting the Content Security Policy (CSP) header.",,241,18,medium,apps/services/notification-service,apps/services/notification-service/src/templates/enrollment-start-notification-template.html,new
84,var-in-href,generic.html-templates.security.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using Flask, use 'url_for()' to safely generate a URL. If using Django, use the 'url' filter to safely generate a URL. If using Mustache, use a URL encoding library, or prepend a slash '/' to the variable for relative links (`href=""/{{link}}""`). You may also consider setting the Content Security Policy (CSP) header.",,298,18,medium,apps/services/notification-service,apps/services/notification-service/src/templates/initial-onboarding-notification-template.html,new
85,unsafe-formatstring,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string.",,192,25,low,/,scripts/decrypt-pii-fields.ts,new
